[24/11/2025 07:22:49] === RELATÓRIO LIMPO ===
[24/11/2025 07:22:49] Relatório limpo em: 24/11/2025 07:22:49
[24/11/2025 07:30:31] ORDENAÇÃO - 951 clientes ordenados em 0 milissegundos
[24/11/2025 07:31:40] ORDENAÇÃO - 951 clientes ordenados em 1 milissegundos
[24/11/2025 07:32:21] ORDENAÇÃO - 951 clientes ordenados em 0 milissegundos
[24/11/2025 07:32:37] === SISTEMA INICIADO ===
[24/11/2025 07:32:37] Sistema iniciado em: 24/11/2025 07:32:37
[24/11/2025 07:32:37] ADIÇÃO - Cliente: Theobald | CPF: 190.41.228.157 | Prioridade: 952 | Data: 2025-11-24 | Hora: 17:38
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Francisco | CPF: 92.50.201.168 | Prioridade: 209 | Data: 2025-12-28 | Hora: 23:09
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Griffie | CPF: 222.232.78.98 | Prioridade: 318 | Data: 2025-12-28 | Hora: 23:16
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Griffie | CPF: 222.232.78.98 | Prioridade: 318 | Data: 2025-12-28 | Hora: 23:16
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Willy | CPF: 250.176.60.181 | Prioridade: 899 | Data: 2025-12-29 | Hora: 13:33
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Willy | CPF: 250.176.60.181 | Prioridade: 899 | Data: 2025-12-29 | Hora: 13:33
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Jeth | CPF: 136.85.247.67 | Prioridade: 907 | Data: 2025-12-29 | Hora: 13:41
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Jeth | CPF: 136.85.247.67 | Prioridade: 907 | Data: 2025-12-29 | Hora: 13:41
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Stormie | CPF: 220.250.109.179 | Prioridade: 472 | Data: 2025-12-29 | Hora: 14:52
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Stormie | CPF: 220.250.109.179 | Prioridade: 472 | Data: 2025-12-29 | Hora: 14:52
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ethe | CPF: 144.78.219.146 | Prioridade: 58 | Data: 2025-12-29 | Hora: 14:59
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ethe | CPF: 144.78.219.146 | Prioridade: 58 | Data: 2025-12-29 | Hora: 14:59
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Isis | CPF: 137.51.179.180 | Prioridade: 308 | Data: 2025-12-29 | Hora: 15:24
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Isis | CPF: 137.51.179.180 | Prioridade: 308 | Data: 2025-12-29 | Hora: 15:24
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Salaidh | CPF: 96.74.215.33 | Prioridade: 284 | Data: 2025-12-29 | Hora: 15:29
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Salaidh | CPF: 96.74.215.33 | Prioridade: 284 | Data: 2025-12-29 | Hora: 15:29
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Woodman | CPF: 71.99.17.104 | Prioridade: 143 | Data: 2025-12-29 | Hora: 17:02
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Woodman | CPF: 71.99.17.104 | Prioridade: 143 | Data: 2025-12-29 | Hora: 17:02
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Estell | CPF: 8.5.145.217 | Prioridade: 334 | Data: 2025-12-29 | Hora: 17:18
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Estell | CPF: 8.5.145.217 | Prioridade: 334 | Data: 2025-12-29 | Hora: 17:18
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Calhoun | CPF: 21.4.1.66 | Prioridade: 518 | Data: 2025-12-29 | Hora: 17:55
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Calhoun | CPF: 21.4.1.66 | Prioridade: 518 | Data: 2025-12-29 | Hora: 17:55
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Celestyna | CPF: 184.80.228.207 | Prioridade: 979 | Data: 2025-12-29 | Hora: 18:02
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Celestyna | CPF: 184.80.228.207 | Prioridade: 979 | Data: 2025-12-29 | Hora: 18:02
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Darla | CPF: 217.65.84.143 | Prioridade: 492 | Data: 2025-12-29 | Hora: 18:46
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Darla | CPF: 217.65.84.143 | Prioridade: 492 | Data: 2025-12-29 | Hora: 18:46
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Kaylil | CPF: 230.194.13.173 | Prioridade: 261 | Data: 2025-12-29 | Hora: 18:49
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Kaylil | CPF: 230.194.13.173 | Prioridade: 261 | Data: 2025-12-29 | Hora: 18:49
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Julio | CPF: 72.137.15.107 | Prioridade: 459 | Data: 2025-12-29 | Hora: 18:50
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Julio | CPF: 72.137.15.107 | Prioridade: 459 | Data: 2025-12-29 | Hora: 18:50
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Floris | CPF: 163.112.48.75 | Prioridade: 337 | Data: 2025-12-29 | Hora: 19:00
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Floris | CPF: 163.112.48.75 | Prioridade: 337 | Data: 2025-12-29 | Hora: 19:00
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Velma | CPF: 228.147.158.18 | Prioridade: 194 | Data: 2025-12-29 | Hora: 19:42
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Velma | CPF: 228.147.158.18 | Prioridade: 194 | Data: 2025-12-29 | Hora: 19:42
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Boote | CPF: 110.153.67.12 | Prioridade: 257 | Data: 2025-12-29 | Hora: 19:42
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Boote | CPF: 110.153.67.12 | Prioridade: 257 | Data: 2025-12-29 | Hora: 19:42
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Alyosha | CPF: 250.240.183.132 | Prioridade: 738 | Data: 2025-12-29 | Hora: 19:46
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Alyosha | CPF: 250.240.183.132 | Prioridade: 738 | Data: 2025-12-29 | Hora: 19:46
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ingamar | CPF: 92.170.103.56 | Prioridade: 16 | Data: 2025-12-29 | Hora: 20:17
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ingamar | CPF: 92.170.103.56 | Prioridade: 16 | Data: 2025-12-29 | Hora: 20:17
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Helaine | CPF: 122.123.104.76 | Prioridade: 965 | Data: 2025-12-29 | Hora: 20:27
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Helaine | CPF: 122.123.104.76 | Prioridade: 965 | Data: 2025-12-29 | Hora: 20:27
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Wolf | CPF: 231.195.186.180 | Prioridade: 913 | Data: 2025-12-29 | Hora: 20:59
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Wolf | CPF: 231.195.186.180 | Prioridade: 913 | Data: 2025-12-29 | Hora: 20:59
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Sharline | CPF: 251.160.247.75 | Prioridade: 178 | Data: 2025-12-29 | Hora: 21:39
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Sharline | CPF: 251.160.247.75 | Prioridade: 178 | Data: 2025-12-29 | Hora: 21:39
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Cosmo | CPF: 73.105.214.66 | Prioridade: 49 | Data: 2025-12-29 | Hora: 22:19
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Cosmo | CPF: 73.105.214.66 | Prioridade: 49 | Data: 2025-12-29 | Hora: 22:19
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Lana | CPF: 130.11.114.78 | Prioridade: 839 | Data: 2025-12-29 | Hora: 22:19
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Lana | CPF: 130.11.114.78 | Prioridade: 839 | Data: 2025-12-29 | Hora: 22:19
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Gaspar | CPF: 242.201.84.105 | Prioridade: 552 | Data: 2025-12-29 | Hora: 23:08
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Gaspar | CPF: 242.201.84.105 | Prioridade: 552 | Data: 2025-12-29 | Hora: 23:08
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Curt | CPF: 107.60.52.51 | Prioridade: 865 | Data: 2025-12-29 | Hora: 23:11
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Curt | CPF: 107.60.52.51 | Prioridade: 865 | Data: 2025-12-29 | Hora: 23:11
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Joyann | CPF: 165.86.242.73 | Prioridade: 396 | Data: 2025-12-30 | Hora: 13:21
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Joyann | CPF: 165.86.242.73 | Prioridade: 396 | Data: 2025-12-30 | Hora: 13:21
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Kellia | CPF: 199.92.42.187 | Prioridade: 514 | Data: 2025-12-30 | Hora: 14:15
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Kellia | CPF: 199.92.42.187 | Prioridade: 514 | Data: 2025-12-30 | Hora: 14:15
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Merrill | CPF: 106.140.4.45 | Prioridade: 480 | Data: 2025-12-30 | Hora: 14:18
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Merrill | CPF: 106.140.4.45 | Prioridade: 480 | Data: 2025-12-30 | Hora: 14:18
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Jerrome | CPF: 9.123.110.234 | Prioridade: 33 | Data: 2025-12-30 | Hora: 14:50
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Jerrome | CPF: 9.123.110.234 | Prioridade: 33 | Data: 2025-12-30 | Hora: 14:50
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Hewett | CPF: 222.231.95.8 | Prioridade: 1000 | Data: 2025-12-30 | Hora: 15:31
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Hewett | CPF: 222.231.95.8 | Prioridade: 1000 | Data: 2025-12-30 | Hora: 15:31
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Erie | CPF: 181.1.199.167 | Prioridade: 140 | Data: 2025-12-30 | Hora: 15:37
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Erie | CPF: 181.1.199.167 | Prioridade: 140 | Data: 2025-12-30 | Hora: 15:37
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Nessie | CPF: 108.59.56.229 | Prioridade: 833 | Data: 2025-12-30 | Hora: 16:43
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Nessie | CPF: 108.59.56.229 | Prioridade: 833 | Data: 2025-12-30 | Hora: 16:43
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Lanni | CPF: 166.44.54.81 | Prioridade: 938 | Data: 2025-12-30 | Hora: 16:53
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Lanni | CPF: 166.44.54.81 | Prioridade: 938 | Data: 2025-12-30 | Hora: 16:53
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Reggi | CPF: 177.191.183.121 | Prioridade: 750 | Data: 2025-12-30 | Hora: 17:01
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Reggi | CPF: 177.191.183.121 | Prioridade: 750 | Data: 2025-12-30 | Hora: 17:01
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Rancell | CPF: 225.246.229.100 | Prioridade: 642 | Data: 2025-12-30 | Hora: 18:06
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Rancell | CPF: 225.246.229.100 | Prioridade: 642 | Data: 2025-12-30 | Hora: 18:06
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Currie | CPF: 101.201.127.183 | Prioridade: 992 | Data: 2025-12-30 | Hora: 18:13
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Currie | CPF: 101.201.127.183 | Prioridade: 992 | Data: 2025-12-30 | Hora: 18:13
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Mellisent | CPF: 37.252.13.222 | Prioridade: 317 | Data: 2025-12-30 | Hora: 18:30
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Mellisent | CPF: 37.252.13.222 | Prioridade: 317 | Data: 2025-12-30 | Hora: 18:30
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Stanley | CPF: 115.136.150.65 | Prioridade: 543 | Data: 2025-12-30 | Hora: 18:43
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Stanley | CPF: 115.136.150.65 | Prioridade: 543 | Data: 2025-12-30 | Hora: 18:43
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Tyne | CPF: 26.179.57.107 | Prioridade: 753 | Data: 2025-12-30 | Hora: 19:39
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Tyne | CPF: 26.179.57.107 | Prioridade: 753 | Data: 2025-12-30 | Hora: 19:39
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Helli | CPF: 159.182.192.236 | Prioridade: 968 | Data: 2025-12-30 | Hora: 19:44
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Helli | CPF: 159.182.192.236 | Prioridade: 968 | Data: 2025-12-30 | Hora: 19:44
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Early | CPF: 37.101.12.87 | Prioridade: 786 | Data: 2025-12-30 | Hora: 20:03
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Early | CPF: 37.101.12.87 | Prioridade: 786 | Data: 2025-12-30 | Hora: 20:03
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ford | CPF: 130.28.61.76 | Prioridade: 13 | Data: 2025-12-30 | Hora: 20:31
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ford | CPF: 130.28.61.76 | Prioridade: 13 | Data: 2025-12-30 | Hora: 20:31
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Annecorinne | CPF: 45.214.104.121 | Prioridade: 222 | Data: 2025-12-30 | Hora: 20:32
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Annecorinne | CPF: 45.214.104.121 | Prioridade: 222 | Data: 2025-12-30 | Hora: 20:32
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Paula | CPF: 245.175.34.233 | Prioridade: 676 | Data: 2025-12-30 | Hora: 21:04
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Paula | CPF: 245.175.34.233 | Prioridade: 676 | Data: 2025-12-30 | Hora: 21:04
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Kenn | CPF: 73.177.5.197 | Prioridade: 609 | Data: 2025-12-30 | Hora: 21:29
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Kenn | CPF: 73.177.5.197 | Prioridade: 609 | Data: 2025-12-30 | Hora: 21:29
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Derry | CPF: 181.134.113.11 | Prioridade: 129 | Data: 2025-12-30 | Hora: 22:19
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Derry | CPF: 181.134.113.11 | Prioridade: 129 | Data: 2025-12-30 | Hora: 22:19
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Lucie | CPF: 183.157.242.14 | Prioridade: 95 | Data: 2025-12-30 | Hora: 22:29
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Lucie | CPF: 183.157.242.14 | Prioridade: 95 | Data: 2025-12-30 | Hora: 22:29
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Florry | CPF: 20.52.60.222 | Prioridade: 82 | Data: 2025-12-30 | Hora: 23:09
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Florry | CPF: 20.52.60.222 | Prioridade: 82 | Data: 2025-12-30 | Hora: 23:09
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ramona | CPF: 205.133.165.75 | Prioridade: 602 | Data: 2025-12-30 | Hora: 23:41
[24/11/2025 15:49:16] ADIÇÃO - Cliente: Ramona | CPF: 205.133.165.75 | Prioridade: 602 | Data: 2025-12-30 | Hora: 23:41
[24/11/2025 15:55:03] === SISTEMA INICIADO ===
[24/11/2025 15:55:03] Sistema iniciado em: 24/11/2025 15:55:03
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Rhianna | CPF: 154.86.129.145 | Prioridade: 96 | Data: 2025-11-24 | Hora: 13:52
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Rhianna | CPF: 154.86.129.145 | Prioridade: 96 | Data: 2025-11-24 | Hora: 13:52
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Batsheva | CPF: 157.0.90.235 | Prioridade: 759 | Data: 2025-11-24 | Hora: 15:07
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Batsheva | CPF: 157.0.90.235 | Prioridade: 759 | Data: 2025-11-24 | Hora: 15:07
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Payton | CPF: 91.74.70.239 | Prioridade: 584 | Data: 2025-11-24 | Hora: 15:36
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Payton | CPF: 91.74.70.239 | Prioridade: 584 | Data: 2025-11-24 | Hora: 15:36
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Theobald | CPF: 190.41.228.157 | Prioridade: 952 | Data: 2025-11-24 | Hora: 17:38
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Theobald | CPF: 190.41.228.157 | Prioridade: 952 | Data: 2025-11-24 | Hora: 17:38
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Deb | CPF: 56.169.116.195 | Prioridade: 780 | Data: 2025-11-24 | Hora: 17:44
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Deb | CPF: 56.169.116.195 | Prioridade: 780 | Data: 2025-11-24 | Hora: 17:44
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Junia | CPF: 103.200.142.209 | Prioridade: 715 | Data: 2025-11-24 | Hora: 18:52
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Junia | CPF: 103.200.142.209 | Prioridade: 715 | Data: 2025-11-24 | Hora: 18:52
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Corrie | CPF: 66.105.10.125 | Prioridade: 827 | Data: 2025-11-24 | Hora: 19:05
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Corrie | CPF: 66.105.10.125 | Prioridade: 827 | Data: 2025-11-24 | Hora: 19:05
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Philipa | CPF: 179.236.139.154 | Prioridade: 310 | Data: 2025-11-24 | Hora: 19:13
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Philipa | CPF: 179.236.139.154 | Prioridade: 310 | Data: 2025-11-24 | Hora: 19:13
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Xymenes | CPF: 90.106.133.135 | Prioridade: 446 | Data: 2025-11-24 | Hora: 19:13
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Xymenes | CPF: 90.106.133.135 | Prioridade: 446 | Data: 2025-11-24 | Hora: 19:13
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Concordia | CPF: 240.128.236.99 | Prioridade: 221 | Data: 2025-11-24 | Hora: 19:14
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Concordia | CPF: 240.128.236.99 | Prioridade: 221 | Data: 2025-11-24 | Hora: 19:14
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Gayler | CPF: 129.178.197.9 | Prioridade: 941 | Data: 2025-11-24 | Hora: 19:34
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Gayler | CPF: 129.178.197.9 | Prioridade: 941 | Data: 2025-11-24 | Hora: 19:34
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Archambault | CPF: 63.90.109.145 | Prioridade: 445 | Data: 2025-11-24 | Hora: 19:44
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Archambault | CPF: 63.90.109.145 | Prioridade: 445 | Data: 2025-11-24 | Hora: 19:44
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Isidro | CPF: 30.138.171.137 | Prioridade: 627 | Data: 2025-11-24 | Hora: 20:28
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Isidro | CPF: 30.138.171.137 | Prioridade: 627 | Data: 2025-11-24 | Hora: 20:28
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Valeda | CPF: 28.229.40.240 | Prioridade: 603 | Data: 2025-11-24 | Hora: 20:36
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Valeda | CPF: 28.229.40.240 | Prioridade: 603 | Data: 2025-11-24 | Hora: 20:36
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Quill | CPF: 181.207.83.243 | Prioridade: 795 | Data: 2025-11-24 | Hora: 20:51
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Quill | CPF: 181.207.83.243 | Prioridade: 795 | Data: 2025-11-24 | Hora: 20:51
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Adelina | CPF: 105.37.127.209 | Prioridade: 443 | Data: 2025-11-24 | Hora: 21:54
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Adelina | CPF: 105.37.127.209 | Prioridade: 443 | Data: 2025-11-24 | Hora: 21:54
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Bibbie | CPF: 228.99.218.75 | Prioridade: 205 | Data: 2025-11-24 | Hora: 22:41
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Bibbie | CPF: 228.99.218.75 | Prioridade: 205 | Data: 2025-11-24 | Hora: 22:41
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Chelsae | CPF: 229.39.55.148 | Prioridade: 357 | Data: 2025-11-24 | Hora: 22:55
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Chelsae | CPF: 229.39.55.148 | Prioridade: 357 | Data: 2025-11-24 | Hora: 22:55
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Roxanne | CPF: 129.250.64.162 | Prioridade: 784 | Data: 2025-11-25 | Hora: 13:35
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Roxanne | CPF: 129.250.64.162 | Prioridade: 784 | Data: 2025-11-25 | Hora: 13:35
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Leona | CPF: 247.37.194.159 | Prioridade: 963 | Data: 2025-11-25 | Hora: 13:46
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Leona | CPF: 247.37.194.159 | Prioridade: 963 | Data: 2025-11-25 | Hora: 13:46
[24/11/2025 15:55:03] ADIÇÃO - Cliente: "Vegeta | CPF: +8000 | Prioridade: 1 | Data: 2025-11-25 | Hora: 13:50"
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Brenna | CPF: 232.183.200.62 | Prioridade: 187 | Data: 2025-11-25 | Hora: 14:23
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Brenna | CPF: 232.183.200.62 | Prioridade: 187 | Data: 2025-11-25 | Hora: 14:23
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Timothy | CPF: 249.247.147.204 | Prioridade: 647 | Data: 2025-11-25 | Hora: 14:29
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Timothy | CPF: 249.247.147.204 | Prioridade: 647 | Data: 2025-11-25 | Hora: 14:29
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Wynny | CPF: 2.54.45.183 | Prioridade: 399 | Data: 2025-11-25 | Hora: 14:44
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Wynny | CPF: 2.54.45.183 | Prioridade: 399 | Data: 2025-11-25 | Hora: 14:44
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Karissa | CPF: 210.87.254.97 | Prioridade: 789 | Data: 2025-11-25 | Hora: 14:54
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Karissa | CPF: 210.87.254.97 | Prioridade: 789 | Data: 2025-11-25 | Hora: 14:54
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Aubrie | CPF: 148.206.171.188 | Prioridade: 230 | Data: 2025-11-25 | Hora: 15:17
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Aubrie | CPF: 148.206.171.188 | Prioridade: 230 | Data: 2025-11-25 | Hora: 15:17
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Hesther | CPF: 109.254.112.75 | Prioridade: 499 | Data: 2025-11-25 | Hora: 15:47
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Hesther | CPF: 109.254.112.75 | Prioridade: 499 | Data: 2025-11-25 | Hora: 15:47
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Theobald | CPF: 43.104.204.50 | Prioridade: 572 | Data: 2025-11-25 | Hora: 15:53
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Theobald | CPF: 43.104.204.50 | Prioridade: 572 | Data: 2025-11-25 | Hora: 15:53
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Isidoro | CPF: 185.74.245.221 | Prioridade: 148 | Data: 2025-11-25 | Hora: 16:09
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Isidoro | CPF: 185.74.245.221 | Prioridade: 148 | Data: 2025-11-25 | Hora: 16:09
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Raye | CPF: 58.24.170.61 | Prioridade: 411 | Data: 2025-11-25 | Hora: 16:11
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Raye | CPF: 58.24.170.61 | Prioridade: 411 | Data: 2025-11-25 | Hora: 16:11
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Gregoor | CPF: 249.226.248.11 | Prioridade: 193 | Data: 2025-11-25 | Hora: 16:53
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Gregoor | CPF: 249.226.248.11 | Prioridade: 193 | Data: 2025-11-25 | Hora: 16:53
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Ewan | CPF: 253.106.79.245 | Prioridade: 860 | Data: 2025-11-25 | Hora: 16:55
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Ewan | CPF: 253.106.79.245 | Prioridade: 860 | Data: 2025-11-25 | Hora: 16:55
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Ave | CPF: 156.205.146.211 | Prioridade: 320 | Data: 2025-11-25 | Hora: 17:13
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Ave | CPF: 156.205.146.211 | Prioridade: 320 | Data: 2025-11-25 | Hora: 17:13
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Myra | CPF: 150.96.109.101 | Prioridade: 9 | Data: 2025-11-25 | Hora: 17:58
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Myra | CPF: 150.96.109.101 | Prioridade: 9 | Data: 2025-11-25 | Hora: 17:58
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Lizabeth | CPF: 245.125.6.57 | Prioridade: 175 | Data: 2025-11-25 | Hora: 18:03
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Lizabeth | CPF: 245.125.6.57 | Prioridade: 175 | Data: 2025-11-25 | Hora: 18:03
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Appolonia | CPF: 187.72.135.90 | Prioridade: 248 | Data: 2025-11-25 | Hora: 18:26
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Appolonia | CPF: 187.72.135.90 | Prioridade: 248 | Data: 2025-11-25 | Hora: 18:26
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Lynett | CPF: 202.32.77.189 | Prioridade: 986 | Data: 2025-11-25 | Hora: 18:50
[24/11/2025 15:55:03] ADIÇÃO - Cliente: Lynett | CPF: 202.32.77.189 | Prioridade: 986 | Data: 2025-11-25 | Hora: 18:50
